Time,Unnamed: 1,Open,High,Low,Close,Volume
2003.05.22,00:00,1.1641,1.1732,1.162,1.1693,10608
2003.05.23,00:00,1.1694,1.1846,1.1665,1.1842,10202
2003.05.26,00:00,1.1832,1.1878,1.1799,1.1862,8139
2003.05.27,00:00,1.1858,1.1931,1.181,1.1815,10472
2003.05.28,00:00,1.1814,1.1851,1.1706,1.1755,10569
2003.05.29,00:00,1.1754,1.1918,1.1691,1.1909,11423
2003.05.30,00:00,1.1906,1.1919,1.1741,1.1785,11177
2003.06.02,00:00,1.1717,1.1772,1.1652,1.1771,11380
2003.06.03,00:00,1.1767,1.1783,1.1686,1.174,11104
2003.06.04,00:00,1.1741,1.1751,1.1632,1.164,10767
2003.06.05,00:00,1.1639,1.189,1.1631,1.1843,11627
2003.06.06,00:00,1.1844,1.1881,1.1684,1.1701,10998
2003.06.09,00:00,1.1708,1.1791,1.1659,1.1716,11187
2003.06.10,00:00,1.1716,1.1746,1.1666,1.1671,10331
2003.06.11,00:00,1.167,1.1785,1.1659,1.1756,10833
2003.06.12,00:00,1.1756,1.181,1.1705,1.1765,10635
2003.06.13,00:00,1.1763,1.1882,1.1736,1.1874,10401
2003.06.16,00:00,1.1876,1.1932,1.1818,1.1822,10407
2003.06.17,00:00,1.1822,1.1869,1.1769,1.1781,9803
2003.06.18,00:00,1.1783,1.1807,1.1663,1.1682,9684
2003.06.19,00:00,1.1684,1.1743,1.1583,1.1723,11258
2003.06.20,00:00,1.1723,1.1738,1.1552,1.1605,10739
2003.06.23,00:00,1.1579,1.1608,1.1509,1.1551,11163
2003.06.24,00:00,1.155,1.1584,1.1477,1.1516,9951
2003.06.25,00:00,1.1515,1.1625,1.1494,1.1533,10880
2003.06.26,00:00,1.1534,1.1546,1.1414,1.1418,10449
2003.06.27,00:00,1.1419,1.147,1.1399,1.1425,9798
2003.06.30,00:00,1.143,1.1537,1.14,1.1524,9302
2003.07.01,00:00,1.1525,1.1613,1.1507,1.1567,9281
2003.07.02,00:00,1.1568,1.1572,1.1506,1.1532,9540
2003.07.03,00:00,1.1531,1.1543,1.1432,1.1498,9515
2003.07.04,00:00,1.1498,1.15,1.1446,1.1494,8312
2003.07.07,00:00,1.148,1.1484,1.1309,1.1316,10262
2003.07.08,00:00,1.1317,1.1356,1.1258,1.1317,12017
2003.07.09,00:00,1.1318,1.137,1.1305,1.1351,11118
2003.07.10,00:00,1.1351,1.1396,1.131,1.1383,11301
2003.07.11,00:00,1.138,1.1381,1.1275,1.1281,11123
2003.07.14,00:00,1.1289,1.1312,1.1242,1.1284,10526
2003.07.15,00:00,1.1282,1.1341,1.1155,1.1179,11312
2003.07.16,00:00,1.1176,1.1236,1.1112,1.1223,11467
2003.07.17,00:00,1.1221,1.1253,1.1155,1.1216,11339
2003.07.18,00:00,1.1216,1.1309,1.1172,1.1272,10995
2003.07.21,00:00,1.125,1.136,1.1242,1.1348,10580
2003.07.22,00:00,1.1349,1.1377,1.1307,1.133,10933
2003.07.23,00:00,1.133,1.1495,1.1316,1.1485,10895
2003.07.24,00:00,1.1485,1.1514,1.1423,1.1473,10358
2003.07.25,00:00,1.1474,1.1553,1.1444,1.1513,10472
2003.07.28,00:00,1.1497,1.1523,1.1452,1.1489,10237
2003.07.29,00:00,1.1487,1.1543,1.143,1.144,11049
2003.07.30,00:00,1.1441,1.1456,1.1336,1.1358,10818
2003.07.31,00:00,1.1357,1.1367,1.1225,1.1233,10981
2003.08.01,00:00,1.1233,1.1285,1.1134,1.1276,10600
2003.08.04,00:00,1.1284,1.1378,1.1261,1.1355,10284
2003.08.05,00:00,1.1356,1.1403,1.1307,1.1389,10085
2003.08.06,00:00,1.1389,1.143,1.1327,1.1336,9857
2003.08.07,00:00,1.1337,1.1419,1.1319,1.1376,10092
2003.08.08,00:00,1.1376,1.1384,1.1286,1.1307,9575
2003.08.11,00:00,1.1306,1.1383,1.1264,1.1362,8758
2003.08.12,00:00,1.1362,1.1377,1.1273,1.1278,9446
2003.08.13,00:00,1.1279,1.1334,1.1218,1.1317,10437
2003.08.14,00:00,1.1317,1.1342,1.1226,1.1276,10220
2003.08.15,00:00,1.1275,1.1291,1.1241,1.1264,10319
2003.08.18,00:00,1.1267,1.1272,1.1126,1.1149,8977
2003.08.19,00:00,1.1149,1.1155,1.1053,1.1145,9689
2003.08.20,00:00,1.1143,1.115,1.1081,1.1122,9397
2003.08.21,00:00,1.112,1.1125,1.0884,1.0928,9821
2003.08.22,00:00,1.0929,1.0948,1.0835,1.0887,9797
2003.08.25,00:00,1.0869,1.0923,1.0844,1.0848,9385
2003.08.26,00:00,1.0851,1.0911,1.0788,1.0862,10059
2003.08.27,00:00,1.0862,1.0935,1.0831,1.0873,10416
2003.08.28,00:00,1.0872,1.0917,1.0809,1.0883,9975
2003.08.29,00:00,1.0884,1.1,1.0871,1.0985,9838
2003.09.01,00:00,1.0989,1.1019,1.0953,1.0963,8706
2003.09.02,00:00,1.0961,1.0968,1.0799,1.0808,10452
2003.09.03,00:00,1.0808,1.0875,1.0762,1.0842,11185
2003.09.04,00:00,1.0841,1.0953,1.0809,1.094,10373
2003.09.05,00:00,1.0941,1.1114,1.0914,1.1112,10307
2003.09.08,00:00,1.1098,1.1132,1.1047,1.1071,10129
2003.09.09,00:00,1.1071,1.1243,1.1055,1.1228,10100
2003.09.10,00:00,1.1228,1.1239,1.1162,1.1205,9939
2003.09.11,00:00,1.1206,1.1275,1.1154,1.1203,10270
2003.09.12,00:00,1.1203,1.1327,1.1135,1.1292,9705
2003.09.15,00:00,1.1262,1.1313,1.1244,1.1285,9458
2003.09.16,00:00,1.1285,1.1322,1.1154,1.1172,9003
2003.09.17,00:00,1.1171,1.1303,1.1138,1.1284,9517
2003.09.18,00:00,1.1283,1.1346,1.1226,1.1249,10262
2003.09.19,00:00,1.1248,1.1394,1.1238,1.1384,9483
2003.09.22,00:00,1.1452,1.1508,1.1414,1.1462,11215
2003.09.23,00:00,1.1463,1.1529,1.1433,1.1435,9738
2003.09.24,00:00,1.1436,1.1507,1.1427,1.1488,9820
2003.09.25,00:00,1.1489,1.1537,1.1458,1.1473,10319
2003.09.26,00:00,1.147,1.1502,1.1439,1.1478,9443
2003.09.29,00:00,1.1459,1.1641,1.1394,1.162,10327
